resurvey,plot_id,species,taxongroup,layer,cover
0,323281,Aster amellus,Vascular plant,6,0.5
0,323281,Astragalus danicus,Vascular plant,6,0.5
0,323281,Avenula pubescens,Vascular plant,6,0.5
0,323281,Brachypodium pinnatum,Vascular plant,6,0.5
0,323281,Bromopsis erecta,Vascular plant,6,15
0,323281,Bupleurum falcatum,Vascular plant,6,0.5
0,323281,Carex caryophyllea,Vascular plant,6,0.5
0,323281,Carex michelii,Vascular plant,6,1
0,323281,Carex montana,Vascular plant,6,10
0,323281,Centaurea scabiosa,Vascular plant,6,1
0,323281,Cerastium arvense,Vascular plant,6,0.5
0,323281,Crataegus species,Vascular plant,7,0.5
0,323281,Crepis praemorsa aggr.,Vascular plant,6,0.1
0,323281,Cytisus virescens,Vascular plant,6,1
0,323281,Dactylis glomerata,Vascular plant,6,0.5
0,323281,Dianthus carthusianorum aggr.,Vascular plant,6,0.5
0,323281,Dorycnium pentaphyllum,Vascular plant,6,5
0,323281,Euphorbia cyparissias,Vascular plant,6,0.5
0,323281,Festuca stricta subsp. sulcata,Vascular plant,6,5
0,323281,Filipendula vulgaris,Vascular plant,6,0.5
0,323281,Fragaria viridis,Vascular plant,6,0.5
0,323281,Galium verum,Vascular plant,6,0.5
0,323281,Geranium sanguineum,Vascular plant,6,0.5
0,323281,Helianthemum nummularium subsp. obscurum,Vascular plant,6,0.5
0,323281,Hypochaeris maculata,Vascular plant,6,0.1
0,323281,Inula ensifolia,Vascular plant,6,0.5
0,323281,Knautia kitaibelii,Vascular plant,6,0.5
0,323281,Koeleria macrantha,Vascular plant,6,0.5
0,323281,Lathyrus latifolius,Vascular plant,6,0.5
0,323281,Linum flavum,Vascular plant,6,0.5
0,323281,Lotus corniculatus,Vascular plant,6,0.5
0,323281,Medicago falcata,Vascular plant,6,0.5
0,323281,Melampyrum cristatum,Vascular plant,6,1
0,323281,Peucedanum alsaticum,Vascular plant,6,0.5
0,323281,Peucedanum cervaria,Vascular plant,6,5
0,323281,Phleum phleoides,Vascular plant,6,0.5
0,323281,Pimpinella saxifraga,Vascular plant,6,0.5
0,323281,Plantago media,Vascular plant,6,0.5
0,323281,Poa pratensis aggr.,Vascular plant,6,0.5
0,323281,Polygala major,Vascular plant,6,0.5
0,323281,Potentilla heptaphylla,Vascular plant,6,0.5
0,323281,Prunella laciniata,Vascular plant,6,0.5
0,323281,Prunus species,Vascular plant,7,0.1
0,323281,Quercus pubescens,Vascular plant,7,0.5
0,323281,Reseda lutea,Vascular plant,6,0.1
0,323281,Salvia pratensis,Vascular plant,6,1
0,323281,Scabiosa ochroleuca,Vascular plant,6,0.5
0,323281,Securigera varia,Vascular plant,6,0.5
0,323281,Seseli libanotis,Vascular plant,6,0.5
0,323281,Silene nutans,Vascular plant,6,0.5
0,323281,Tanacetum corymbosum,Vascular plant,6,0.5
0,323281,Teucrium chamaedrys,Vascular plant,6,0.5
0,323281,Thesium linophyllon,Vascular plant,6,1
0,323281,Tilia species,Vascular plant,7,0.5
0,323281,Trifolium montanum,Vascular plant,6,0.5
0,323281,Veronica chamaedrys aggr.,Vascular plant,6,0.5
0,323281,Vicia tenuifolia,Vascular plant,6,0.5
0,323281,Vincetoxicum hirundinaria,Vascular plant,6,0.5
0,323281,Viola hirta,Vascular plant,6,0.5
0,323366,Acer species,Vascular plant,7,0.1
0,323366,Achillea millefolium aggr.,Vascular plant,6,0.5
0,323366,Alopecurus pratensis,Vascular plant,6,0.5
0,323366,Anthoxanthum odoratum aggr.,Vascular plant,6,0.5
0,323366,Arrhenatherum elatius,Vascular plant,6,1
0,323366,Avenula pubescens,Vascular plant,6,0.5
0,323366,Brachypodium pinnatum,Vascular plant,6,20
0,323366,Bromopsis erecta,Vascular plant,6,25
0,323366,Campanula patula aggr.,Vascular plant,6,0.5
0,323366,Carlina acaulis,Vascular plant,6,0.5
0,323366,Cerastium brachypetalum,Vascular plant,6,0.5
0,323366,Cirsium arvense,Vascular plant,6,0.1
0,323366,Cruciata glabra,Vascular plant,6,1
0,323366,Dactylis glomerata,Vascular plant,6,1
0,323366,Festuca rubra aggr.,Vascular plant,6,0.5
0,323366,Festuca stricta subsp. sulcata,Vascular plant,6,0.5
0,323366,Filipendula vulgaris,Vascular plant,6,1
0,323366,Fragaria viridis,Vascular plant,6,10
0,323366,Galium mollugo aggr.,Vascular plant,6,0.5
0,323366,Geranium sanguineum,Vascular plant,6,10
0,323366,Holcus lanatus,Vascular plant,6,0.5
0,323366,Inula salicina,Vascular plant,6,1
0,323366,Lathyrus pratensis,Vascular plant,6,0.5
0,323366,Lilium martagon,Vascular plant,6,0.5
0,323366,Luzula campestris aggr.,Vascular plant,6,0.5
0,323366,Myosotis arvensis,Vascular plant,6,0.5
0,323366,Poa pratensis aggr.,Vascular plant,6,10
0,323366,Potentilla alba,Vascular plant,6,5
0,323366,Primula veris,Vascular plant,6,1
0,323366,Pulmonaria angustifolia,Vascular plant,6,0.5
0,323366,Ranunculus polyanthemos,Vascular plant,6,0.5
0,323366,Rhinanthus minor,Vascular plant,6,0.5
0,323366,Rumex acetosa,Vascular plant,6,0.5
0,323366,Sanguisorba officinalis,Vascular plant,6,0.5
0,323366,Schedonorus pratensis,Vascular plant,6,1
0,323366,Serratula tinctoria,Vascular plant,6,1
0,323366,Silene nutans,Vascular plant,6,0.1
0,323366,Stachys officinalis,Vascular plant,6,0.5
0,323366,Taraxacum sect. Taraxacum,Vascular plant,6,0.5
0,323366,Trifolium alpestre,Vascular plant,6,0.5
0,323366,Trifolium campestre,Vascular plant,6,0.5
0,323366,Trisetum flavescens,Vascular plant,6,0.5
0,323366,Veronica chamaedrys aggr.,Vascular plant,6,0.5
0,323366,Vicia hirsuta,Vascular plant,6,1
0,323366,Vicia sativa,Vascular plant,6,0.5
0,323366,Vicia tetrasperma,Vascular plant,6,0.5
0,323366,Viola canina,Vascular plant,6,0.5
0,323366,Viola hirta,Vascular plant,6,0.5
0,323526,Bryum argenteum,Moss,9,3
0,323526,Campanula rapunculoides,Vascular plant,6,1
0,323526,Cerastium fontanum subsp. vulgare,Vascular plant,6,3
0,323526,Erigeron canadensis,Vascular plant,6,2
0,323526,Festuca rubra aggr.,Vascular plant,6,2
0,323526,Lolium perenne,Vascular plant,6,2
0,323526,Oxalis stricta,Vascular plant,6,1
0,323526,Plantago lanceolata,Vascular plant,6,1
0,323526,Plantago major,Vascular plant,6,1
0,323526,Sedum acre,Vascular plant,6,1
0,323526,Taraxacum sect. Taraxacum,Vascular plant,6,2
0,323526,Tortula muralis,Moss,9,2
0,324682,Agrostis stolonifera,Vascular plant,6,3
0,324682,Argentina anserina,Vascular plant,6,88
0,324682,Centaurium pulchellum,Vascular plant,6,2
0,324682,Glaux maritima,Vascular plant,6,3
0,324682,Juncus bufonius aggr.,Vascular plant,6,3
0,324682,Lolium perenne,Vascular plant,6,2
0,324682,Lotus tenuis,Vascular plant,6,13
0,324682,Ochlopoa annua,Vascular plant,6,13
0,324682,Odontites vulgaris aggr.,Vascular plant,6,2
0,324682,Plantago major,Vascular plant,6,2
0,324682,Polygonum aviculare aggr.,Vascular plant,6,2
0,324682,Puccinellia distans,Vascular plant,6,3
0,324682,Pulicaria vulgaris,Vascular plant,6,3
0,324682,Rorippa sylvestris,Vascular plant,6,2
0,324682,Rumex crispus,Vascular plant,6,2
0,324682,Rumex maritimus,Vascular plant,6,2
0,324682,Spergularia marina,Vascular plant,6,2
0,324682,Taraxacum besarabicum,Vascular plant,6,2
0,324682,Trifolium fragiferum,Vascular plant,6,13
0,324682,Tripleurospermum maritimum aggr.,Vascular plant,6,2
0,324682,Tripolium pannonicum,Vascular plant,6,2
0,325179,Achillea millefolium aggr.,Vascular plant,6,2
0,325179,Achillea setacea,Vascular plant,6,1
0,325179,Arrhenatherum elatius,Vascular plant,6,38
0,325179,Carex humilis,Vascular plant,6,3
0,325179,Dianthus carthusianorum aggr.,Vascular plant,6,2
0,325179,Festuca valesiaca aggr.,Vascular plant,6,18
0,325179,Fragaria viridis,Vascular plant,6,2
0,325179,Helictochloa pratensis,Vascular plant,6,2
0,325179,Hypericum perforatum,Vascular plant,6,2
0,325179,Hypnum cupressiforme aggr.,Moss,9,18
0,325179,Koeleria macrantha,Vascular plant,6,2
0,325179,Phleum phleoides,Vascular plant,6,2
0,325179,Pilosella officinarum,Vascular plant,6,2
0,325179,Plantago lanceolata,Vascular plant,6,1
0,325179,Poa pratensis aggr.,Vascular plant,6,1
0,325179,Potentilla incana,Vascular plant,6,3
0,325179,Pulsatilla vulgaris subsp. Grandis,Vascular plant,6,2
0,325179,Rosa canina aggr.,Vascular plant,7,2
0,325179,Rumex acetosella,Vascular plant,6,2
0,325179,Silene otites aggr.,Vascular plant,6,2
0,325179,Thymus praecox,Vascular plant,6,1
0,325179,Veronica dillenii,Vascular plant,6,2
0,325179,Veronica spicata,Vascular plant,6,2
0,325294,Abietinella abietina,Moss,9,1
0,325294,Achillea millefolium aggr.,Vascular plant,6,2
0,325294,Anthericum ramosum,Vascular plant,6,2
0,325294,Asperula cynanchica,Vascular plant,6,2
0,325294,Brachypodium pinnatum,Vascular plant,6,18
0,325294,Bupleurum falcatum,Vascular plant,6,1
0,325294,Carex humilis,Vascular plant,6,18
0,325294,Centaurea scabiosa,Vascular plant,6,2
0,325294,Cytisus ratisbonensis,Vascular plant,6,2
0,325294,Dorycnium pentaphyllum,Vascular plant,6,8
0,325294,Euphorbia cyparissias,Vascular plant,6,1
0,325294,Festuca stricta subsp. sulcata,Vascular plant,6,2
0,325294,Filipendula vulgaris,Vascular plant,6,1
0,325294,Fissidens dubius,Moss,9,1
0,325294,Galium verum,Vascular plant,6,2
0,325294,Helictochloa pratensis,Vascular plant,6,2
0,325294,Homalothecium lutescens,Moss,9,1
0,325294,Inula ensifolia,Vascular plant,6,8
0,325294,Knautia x posoniensis,Vascular plant,6,2
0,325294,Koeleria macrantha,Vascular plant,6,1
0,325294,Lotus corniculatus,Vascular plant,6,2
0,325294,Melampyrum arvense,Vascular plant,6,3
0,325294,Ononis spinosa,Vascular plant,6,2
0,325294,Pimpinella saxifraga,Vascular plant,6,1
0,325294,Plantago media,Vascular plant,6,2
0,325294,Potentilla incana,Vascular plant,6,1
0,325294,Prunella grandiflora,Vascular plant,6,3
0,325294,Rosa canina aggr.,Vascular plant,7,1
0,325294,Salvia pratensis,Vascular plant,6,1
0,325294,Sanguisorba minor aggr.,Vascular plant,6,1
0,325294,Seseli hippomarathrum,Vascular plant,6,2
0,325294,Teucrium chamaedrys,Vascular plant,6,3
0,325294,Thymus odoratissimus aggr.,Vascular plant,6,1
0,329567,Achillea millefolium aggr.,Vascular plant,6,2
0,329567,Arrhenatherum elatius,Vascular plant,6,2
0,329567,Campanula rotundifolia,Vascular plant,6,2
0,329567,Carduus acanthoides,Vascular plant,6,1
0,329567,Carlina acaulis,Vascular plant,6,1
0,329567,Cerastium arvense,Vascular plant,6,3
0,329567,Dianthus deltoides,Vascular plant,6,2
0,329567,Festuca stricta subsp. sulcata,Vascular plant,6,13
0,329567,Fragaria viridis,Vascular plant,6,13
0,329567,Galium pumilum,Vascular plant,6,3
0,329567,Galium verum,Vascular plant,6,13
0,329567,Genista tinctoria,Vascular plant,6,2
0,329567,Helianthemum nummularium subsp. obscurum,Vascular plant,6,13
0,329567,Hypericum perforatum,Vascular plant,6,1
0,329567,Knautia arvensis,Vascular plant,6,2
0,329567,Pimpinella saxifraga,Vascular plant,6,2
0,329567,Plantago lanceolata,Vascular plant,6,1
0,329567,Poa pratensis aggr.,Vascular plant,6,2
0,329567,Silene viscaria,Vascular plant,6,1
0,329567,Thymus pulegioides,Vascular plant,6,3
0,329567,Verbascum speciosum,Vascular plant,6,3
0,329581,Agrostis canina,Vascular plant,6,13
0,329581,Angelica sylvestris,Vascular plant,6,1
0,329581,Aulacomnium palustre,Moss,9,2
0,329581,Betula species,Vascular plant,7,2
0,329581,Calamagrostis canescens,Vascular plant,6,3
0,329581,Calamagrostis epigejos,Vascular plant,6,1
0,329581,Carex nigra,Vascular plant,6,2
0,329581,Cirsium palustre,Vascular plant,6,13
0,329581,Dryopteris carthusiana aggr.,Vascular plant,6,13
0,329581,Dryopteris cristata,Vascular plant,6,3
0,329581,Epilobium palustre,Vascular plant,6,1
0,329581,Frangula alnus,Vascular plant,7,13
0,329581,Galium uliginosum,Vascular plant,6,3
0,329581,Holcus lanatus,Vascular plant,6,13
0,329581,Hypericum maculatum aggr.,Vascular plant,6,2
0,329581,Juncus conglomeratus,Vascular plant,6,2
0,329581,Luzula campestris aggr.,Vascular plant,6,2
0,329581,Lycopus europaeus,Vascular plant,6,1
0,329581,Lysimachia vulgaris,Vascular plant,6,3
0,329581,Peucedanum palustre,Vascular plant,6,38
0,329581,Phragmites australis,Vascular plant,6,1
0,329581,Poa pratensis aggr.,Vascular plant,6,2
0,329581,Pohlia nutans,Moss,9,1
0,329581,Polytrichum commune,Moss,9,3
0,329581,Potentilla erecta,Vascular plant,6,2
0,329581,Scutellaria galericulata,Vascular plant,6,1
0,329581,Silene flos-cuculi,Vascular plant,6,1
0,329790,Achillea millefolium aggr.,Vascular plant,6,2
0,329790,Allium lusitanicum,Vascular plant,6,2
0,329790,Arabidopsis petraea,Vascular plant,6,2
0,329790,Asplenium septentrionale,Vascular plant,6,1
0,329790,Asplenium trichomanes,Vascular plant,6,2
0,329790,Bartramia pomiformis,Moss,9,3
0,329790,Biscutella laevigata,Vascular plant,6,2
0,329790,Bupleurum falcatum,Vascular plant,6,2
0,329790,Campanula persicifolia,Vascular plant,6,1
0,329790,Cladonia furcata,Lichen,9,3
0,329790,Cladonia pyxidata aggr.,Lichen,9,2
0,329790,Cladonia rangiferina,Lichen,9,4
0,329790,Cytisus ratisbonensis,Vascular plant,6,2
0,329790,Dicranum polysetum,Moss,9,68
0,329790,Dicranum scoparium,Moss,9,8
0,329790,Dryopteris filix-mas aggr.,Vascular plant,6,3
0,329790,Festuca ovina,Vascular plant,6,38
0,329790,Festuca pallens,Vascular plant,6,1
0,329790,Galium glaucum,Vascular plant,6,1
0,329790,Galium pumilum,Vascular plant,6,2
0,329790,Genista pilosa,Vascular plant,6,3
0,329790,Hylocomium splendens,Moss,9,2
0,329790,Hylotelephium maximum,Vascular plant,6,1
0,329790,Hypericum montanum,Vascular plant,6,1
0,329790,Hypnum cupressiforme aggr.,Moss,9,8
0,329790,Koeleria macrantha,Vascular plant,6,2
0,329790,Luzula luzuloides,Vascular plant,6,8
0,329790,Myosotis sylvatica,Vascular plant,6,1
0,329790,Phleum phleoides,Vascular plant,6,1
0,329790,Pimpinella saxifraga,Vascular plant,6,1
0,329790,Pinus sylvestris,Vascular plant,7,1
0,329790,Plagiomnium affine aggr.,Moss,9,2
0,329790,Pleurozium schreberi,Moss,9,2
0,329790,Polypodium vulgare,Vascular plant,6,2
0,329790,Polytrichum formosum,Moss,9,8
0,329790,Prunus mahaleb,Vascular plant,4,4
0,329790,Ptilidium ciliare,Moss,9,2
0,329790,Quercus petraea,Vascular plant,7,1
0,329790,Rumex acetosa,Vascular plant,6,2
0,329790,Sesleria caerulea,Vascular plant,6,1
0,329790,Silene viscaria,Vascular plant,6,1
0,329790,Silene vulgaris,Vascular plant,6,2
0,329790,Solidago virgaurea,Vascular plant,6,1
0,329790,Stellaria holostea,Vascular plant,6,2
0,329790,Thymus praecox,Vascular plant,6,3
0,329790,Veronica chamaedrys aggr.,Vascular plant,6,2
0,329790,Viola hirta,Vascular plant,6,1
0,329890,Agrostis capillaris,Vascular plant,6,2
0,329890,Avenella flexuosa,Vascular plant,6,2
0,329890,Betula pendula,Vascular plant,7,2
0,329890,Calluna vulgaris,Vascular plant,6,2
0,329890,Campanula rotundifolia,Vascular plant,6,3
0,329890,Carex species,Vascular plant,6,1
0,329890,Danthonia decumbens,Vascular plant,6,2
0,329890,Festuca filiformis,Vascular plant,6,38
0,329890,Hieracium laevigatum,Vascular plant,6,3
0,329890,Hypochaeris radicata,Vascular plant,6,1
0,329890,Jasione montana,Vascular plant,6,3
0,329890,Pinus sylvestris,Vascular plant,7,2
0,329890,Plantago lanceolata,Vascular plant,6,1
0,329890,Rumex acetosella,Vascular plant,6,3
0,329890,Scleranthus perennis,Vascular plant,6,4
0,329890,Scorzoneroides autumnalis,Vascular plant,6,1
0,329986,Achillea millefolium aggr.,Vascular plant,6,2
0,329986,Aegopodium podagraria,Vascular plant,6,18
0,329986,Arrhenatherum elatius,Vascular plant,6,2
0,329986,Avenula pubescens,Vascular plant,6,2
0,329986,Brachypodium pinnatum,Vascular plant,6,68
0,329986,Campanula rapunculoides,Vascular plant,6,3
0,329986,Centaurea scabiosa,Vascular plant,6,2
0,329986,Convallaria majalis,Vascular plant,6,18
0,329986,Corylus avellana,Vascular plant,7,2
0,329986,Crataegus species,Vascular plant,7,2
0,329986,Dactylis glomerata,Vascular plant,6,2
0,329986,Euphorbia cyparissias,Vascular plant,6,3
0,329986,Galium mollugo aggr.,Vascular plant,6,3
0,329986,Hepatica nobilis,Vascular plant,6,2
0,329986,Lilium martagon,Vascular plant,6,2
0,329986,Mercurialis perennis,Vascular plant,6,3
0,329986,Plagiomnium affine aggr.,Moss,9,2
0,329986,Rubus caesius,Vascular plant,6,2
0,329986,Stellaria graminea,Vascular plant,6,2
0,329986,Trifolium medium,Vascular plant,6,8
0,329986,Veronica chamaedrys aggr.,Vascular plant,6,4
0,329986,Vicia cracca,Vascular plant,6,2
0,330150,Arrhenatherum elatius,Vascular plant,6,2
0,330150,Carex species,Vascular plant,6,1
0,330150,Cerastium arvense,Vascular plant,6,3
0,330150,Danthonia decumbens,Vascular plant,6,2
0,330150,Festuca stricta subsp. trachyphylla,Vascular plant,6,8
0,330150,Galeopsis species,Vascular plant,6,1
0,330150,Luzula campestris aggr.,Vascular plant,6,3
0,330150,Pilosella officinarum,Vascular plant,6,2
0,330150,Pinus sylvestris,Vascular plant,7,1
0,330150,Poa pratensis aggr.,Vascular plant,6,2
0,330150,Quercus robur,Vascular plant,7,2
0,330150,Rumex acetosella,Vascular plant,6,3
0,330150,Viola tricolor aggr.,Vascular plant,6,2
0,330181,Agrostis vinealis,Vascular plant,6,2
0,330181,Filago minima,Vascular plant,6,4
0,330181,Juncus effusus,Vascular plant,6,2
0,330181,Juncus tenuis,Vascular plant,6,3
0,330181,Ochlopoa annua,Vascular plant,6,2
0,330197,Agrostis capillaris,Vascular plant,6,3
0,330197,Filago minima,Vascular plant,6,3
0,330197,Ochlopoa annua,Vascular plant,6,2
0,330197,Rumex acetosella,Vascular plant,6,2
0,330197,Scleranthus annuus,Vascular plant,6,2
0,330197,Scleranthus perennis,Vascular plant,6,2
0,330197,Tanacetum vulgare,Vascular plant,6,1
0,330197,Teesdalia nudicaulis,Vascular plant,6,1
0,330591,Agrostis canina,Vascular plant,6,3
0,330591,Ajuga reptans,Vascular plant,6,3
0,330591,Alopecurus pratensis,Vascular plant,6,2
0,330591,Angelica sylvestris,Vascular plant,6,4
0,330591,Anthoxanthum odoratum aggr.,Vascular plant,6,8
0,330591,Cardamine pratensis aggr.,Vascular plant,6,2
0,330591,Carex brizoides,Vascular plant,6,2
0,330591,Carex demissa,Vascular plant,6,2
0,330591,Carex echinata,Vascular plant,6,2
0,330591,Carex hirta,Vascular plant,6,2
0,330591,Carex nigra,Vascular plant,6,2
0,330591,Carex pallescens,Vascular plant,6,4
0,330591,Carex panicea,Vascular plant,6,8
0,330591,Centaurea jacea aggr.,Vascular plant,6,2
0,330591,Cirsium palustre,Vascular plant,6,3
0,330591,Dactylorhiza majalis,Vascular plant,6,2
0,330591,Deschampsia cespitosa aggr.,Vascular plant,6,2
0,330591,Equisetum palustre,Vascular plant,6,4
0,330591,Festuca rubra aggr.,Vascular plant,6,18
0,330591,Filipendula ulmaria,Vascular plant,6,3
0,330591,Galium uliginosum,Vascular plant,6,3
0,330591,Juncus effusus,Vascular plant,6,2
0,330591,Lathyrus pratensis,Vascular plant,6,2
0,330591,Luzula campestris aggr.,Vascular plant,6,4
0,330591,Lysimachia nummularia,Vascular plant,6,2
0,330591,Molinia caerulea aggr.,Vascular plant,6,2
0,330591,Myosotis scorpioides aggr.,Vascular plant,6,4
0,330591,Poa pratensis aggr.,Vascular plant,6,2
0,330591,Potentilla erecta,Vascular plant,6,2
0,330591,Prunella vulgaris,Vascular plant,6,2
0,330591,Ranunculus acris aggr.,Vascular plant,6,4
0,330591,Ranunculus auricomus aggr.,Vascular plant,6,3
0,330591,Ranunculus repens,Vascular plant,6,2
0,330591,Rumex acetosa,Vascular plant,6,2
0,330591,Sanguisorba officinalis,Vascular plant,6,4
0,330591,Schedonorus pratensis,Vascular plant,6,2
0,330591,Scirpus sylvaticus,Vascular plant,6,3
0,330591,Silene flos-cuculi,Vascular plant,6,4
0,330591,Trifolium repens,Vascular plant,6,1
0,330591,Valeriana dioica,Vascular plant,6,2
0,330610,Agrostis capillaris,Vascular plant,6,2
0,330610,Arabidopsis arenosa,Vascular plant,6,2
0,330610,Avenella flexuosa,Vascular plant,6,2
0,330610,Campanula rotundifolia,Vascular plant,6,2
0,330610,Carex muricata,Vascular plant,6,3
0,330610,Cladonia species,Lichen,9,2
0,330610,Digitalis purpurea,Vascular plant,6,2
0,330610,Euphorbia cyparissias,Vascular plant,6,2
0,330610,Festuca ovina,Vascular plant,6,8
0,330610,Hypericum humifusum,Vascular plant,6,3
0,330610,Luzula campestris aggr.,Vascular plant,6,2
0,330610,Luzula luzuloides,Vascular plant,6,2
0,330610,Pilosella officinarum,Vascular plant,6,38
0,330610,Pleurozium schreberi,Moss,9,2
0,330610,Poa nemoralis,Vascular plant,6,2
0,330610,Polytrichum formosum,Moss,9,18
0,330610,Quercus robur,Vascular plant,7,1
0,330610,Rumex acetosella,Vascular plant,6,3
0,330610,Veronica officinalis,Vascular plant,6,1
0,330761,Abietinella abietina,Moss,9,38
0,330761,Arenaria serpyllifolia,Vascular plant,6,2
0,330761,Brachypodium pinnatum,Vascular plant,6,8
0,330761,Cladonia species,Lichen,9,3
0,330761,Convolvulus arvensis,Vascular plant,6,1
0,330761,Daucus carota,Vascular plant,6,1
0,330761,Echium vulgare,Vascular plant,6,1
0,330761,Euphorbia cyparissias,Vascular plant,6,8
0,330761,Galium mollugo aggr.,Vascular plant,6,2
0,330761,Helianthemum nummularium subsp. obscurum,Vascular plant,6,4
0,330761,Knautia arvensis,Vascular plant,6,1
0,330761,Koeleria pyramidata,Vascular plant,6,18
0,330761,Lotus corniculatus,Vascular plant,6,2
0,330761,Plantago lanceolata,Vascular plant,6,1
0,330761,Poa compressa,Vascular plant,6,1
0,330761,Poa pratensis aggr.,Vascular plant,6,2
0,330761,Polygala comosa,Vascular plant,6,4
0,330761,Potentilla tabernaemontani,Vascular plant,6,4
0,330761,Rhytidium rugosum,Moss,9,4
0,330761,Rubus caesius,Vascular plant,6,2
0,330761,Sanguisorba minor aggr.,Vascular plant,6,18
0,330761,Securigera varia,Vascular plant,6,3
0,330761,Syntrichia ruralis aggr.,Moss,9,4
0,330761,Taraxacum sect. Taraxacum,Vascular plant,6,1
0,330761,Thymus pulegioides,Vascular plant,6,2
0,330761,Verbascum lychnitis,Vascular plant,6,2
0,330936,Ajuga reptans,Vascular plant,6,2
0,330936,Alchemilla monticola,Vascular plant,6,18
0,330936,Alopecurus pratensis,Vascular plant,6,8
0,330936,Anthoxanthum odoratum aggr.,Vascular plant,6,18
0,330936,Cardamine pratensis aggr.,Vascular plant,6,2
0,330936,Carex hartmaniorum,Vascular plant,6,3
0,330936,Carex hirta,Vascular plant,6,3
0,330936,Centaurea jacea aggr.,Vascular plant,6,2
0,330936,Cerastium fontanum subsp. vulgare,Vascular plant,6,3
0,330936,Cirsium palustre,Vascular plant,6,2
0,330936,Dactylis glomerata,Vascular plant,6,2
0,330936,Deschampsia cespitosa aggr.,Vascular plant,6,2
0,330936,Holcus lanatus,Vascular plant,6,8
0,330936,Iris sibirica,Vascular plant,6,2
0,330936,Lathyrus pratensis,Vascular plant,6,4
0,330936,Leucanthemum vulgare aggr.,Vascular plant,6,2
0,330936,Myosotis scorpioides aggr.,Vascular plant,6,2
0,330936,Phleum pratense,Vascular plant,6,2
0,330936,Plantago lanceolata,Vascular plant,6,8
0,330936,Poa pratensis aggr.,Vascular plant,6,2
0,330936,Poa trivialis,Vascular plant,6,2
0,330936,Potentilla erecta,Vascular plant,6,1
0,330936,Prunella vulgaris,Vascular plant,6,2
0,330936,Ranunculus acris aggr.,Vascular plant,6,2
0,330936,Ranunculus auricomus aggr.,Vascular plant,6,3
0,330936,Ranunculus repens,Vascular plant,6,2
0,330936,Rumex acetosa,Vascular plant,6,3
0,330936,Sanguisorba officinalis,Vascular plant,6,38
0,330936,Schedonorus pratensis,Vascular plant,6,3
0,330936,Silene flos-cuculi,Vascular plant,6,2
0,330936,Stellaria graminea,Vascular plant,6,2
0,330936,Symphytum officinale,Vascular plant,6,1
0,330936,Taraxacum sect. Taraxacum,Vascular plant,6,2
0,330936,Trifolium pratense,Vascular plant,6,2
0,330936,Trisetum flavescens,Vascular plant,6,2
0,331744,Achillea millefolium aggr.,Vascular plant,6,2
0,331744,Alopecurus pratensis,Vascular plant,6,3
0,331744,Anthoxanthum odoratum aggr.,Vascular plant,6,2
0,331744,Anthriscus sylvestris,Vascular plant,6,2
0,331744,Argentina anserina,Vascular plant,6,2
0,331744,Arrhenatherum elatius,Vascular plant,6,68
0,331744,Caltha palustris,Vascular plant,6,2
0,331744,Campanula patula aggr.,Vascular plant,6,2
0,331744,Centaurea jacea aggr.,Vascular plant,6,2
0,331744,Cerastium fontanum subsp. vulgare,Vascular plant,6,2
0,331744,Crepis biennis,Vascular plant,6,2
0,331744,Dactylis glomerata,Vascular plant,6,3
0,331744,Equisetum arvense,Vascular plant,6,2
0,331744,Festuca rubra aggr.,Vascular plant,6,2
0,331744,Galium mollugo aggr.,Vascular plant,6,13
0,331744,Geranium pratense,Vascular plant,6,38
0,331744,Glechoma hederacea,Vascular plant,6,3
0,331744,Heracleum sphondylium,Vascular plant,6,2
0,331744,Holcus mollis,Vascular plant,6,2
0,331744,Lathyrus pratensis,Vascular plant,6,2
0,331744,Leucanthemum vulgare aggr.,Vascular plant,6,2
0,331744,Noccaea caerulescens,Vascular plant,6,2
0,331744,Oxyrrhynchium hians,Moss,9,2
0,331744,Plantago lanceolata,Vascular plant,6,2
0,331744,Poa pratensis aggr.,Vascular plant,6,3
0,331744,Ranunculus acris aggr.,Vascular plant,6,3
0,331744,Ranunculus auricomus aggr.,Vascular plant,6,2
0,331744,Ranunculus repens,Vascular plant,6,3
0,331744,Rumex acetosa,Vascular plant,6,2
0,331744,Sanguisorba officinalis,Vascular plant,6,2
0,331744,Schedonorus pratensis,Vascular plant,6,3
0,331744,Stellaria graminea,Vascular plant,6,2
0,331744,Taraxacum sect. Taraxacum,Vascular plant,6,2
0,331744,Trifolium pratense,Vascular plant,6,2
0,331744,Trifolium repens,Vascular plant,6,3
0,331744,Trisetum flavescens,Vascular plant,6,2
0,331744,Veronica chamaedrys aggr.,Vascular plant,6,3
0,331769,Abietinella abietina,Moss,9,2
0,331769,Allium flavum,Vascular plant,6,2
0,331769,Allium lusitanicum,Vascular plant,6,3
0,331769,Alyssum alyssoides,Vascular plant,6,3
0,331769,Arenaria serpyllifolia,Vascular plant,6,3
0,331769,Bryum argenteum,Moss,9,2
0,331769,Cerastium pumilum,Vascular plant,6,2
0,331769,Ceratodon purpureus,Moss,9,13
0,331769,Cetraria aculeata,Lichen,9,2
0,331769,Cladonia foliacea aggr.,Lichen,9,2
0,331769,Cladonia furcata,Lichen,9,2
0,331769,Cladonia rangiformis,Lichen,9,2
0,331769,Clinopodium acinos,Vascular plant,6,2
